id_product,launch_date,net_price
359,2019-04-01,649.00
359,2020-10-01,649.00
359,2021-04-01,529.00
360,2019-10-01,319.00
360,2020-04-01,319.00
360,2021-04-01,289.00
361,2019-04-01,289.00
361,2020-04-01,289.00
361,2021-07-01,319.00
362,2019-07-01,289.00
362,2020-07-01,289.00
362,2021-07-01,289.00
363,2019-04-01,259.00
363,2020-07-01,259.00
363,2021-04-01,219.00
364,2019-10-01,759.00
364,2020-04-01,579.00
364,2021-04-01,759.00
365,2019-04-01,269.00
365,2020-10-01,269.00
365,2021-04-01,269.00
366,2019-10-01,30.00
366,2020-10-01,30.00
366,2021-10-01,40.00
367,2019-07-01,79.99
367,2020-07-01,79.99
367,2021-07-01,79.99
368,2019-10-01,19.99
368,2020-10-01,19.99
368,2021-07-01,29.99
369,2019-04-01,71.99
369,2020-10-01,59.99
369,2021-10-01,59.99
370,2019-07-01,34.99
370,2020-04-01,44.99
370,2021-04-01,34.99
371,2019-04-01,99.99
371,2020-10-01,99.99
371,2021-04-01,99.99
372,2019-07-01,114.99
372,2020-07-01,114.99
372,2021-07-01,144.99
373,2019-04-01,54.99
373,2020-07-01,54.99
373,2021-04-01,54.99
374,2019-10-01,24.99
374,2020-07-01,24.99
374,2021-04-01,24.99
375,2019-10-01,39.99
375,2020-04-01,39.99
375,2021-07-01,49.99
376,2019-10-01,71.99
376,2020-04-01,71.99
376,2021-07-01,71.99
377,2019-07-01,52.99
377,2020-04-01,44.99
377,2021-04-01,52.99
378,2019-10-01,99.99
378,2020-10-01,99.99
378,2021-07-01,99.99
379,2019-04-01,67.99
379,2020-10-01,57.99
379,2021-10-01,67.99
380,2019-04-01,64.99
380,2020-10-01,64.99
380,2021-07-01,74.99
381,2019-10-01,78.99
381,2020-04-01,78.99
381,2021-07-01,66.99
382,2019-07-01,79.99
382,2020-10-01,89.99
382,2021-04-01,79.99
383,2019-07-01,124.99
383,2020-04-01,164.99
383,2021-07-01,124.99
384,2019-10-01,47.99
384,2020-04-01,39.99
384,2021-04-01,39.99
385,2019-04-01,27.99
385,2020-10-01,19.99
385,2021-04-01,27.99
386,2019-10-01,64.99
386,2020-10-01,64.99
386,2021-10-01,52.99
387,2019-10-01,60.00
387,2020-10-01,68.00
387,2021-10-01,68.00
388,2019-07-01,19.99
388,2020-07-01,27.99
388,2021-07-01,27.99
389,2019-07-01,45.00
389,2020-07-01,45.00
389,2021-04-01,45.00
390,2019-07-01,30.00
390,2020-10-01,20.00
390,2021-04-01,20.00
391,2019-04-01,70.00
391,2020-10-01,70.00
391,2021-10-01,70.00
392,2019-10-01,45.00
392,2020-07-01,45.00
392,2021-04-01,55.00
393,2019-10-01,109.00
393,2020-04-01,149.00
393,2021-07-01,149.00
394,2019-07-01,89.99
394,2020-07-01,89.99
394,2021-07-01,97.99
395,2019-10-01,149.00
395,2020-07-01,149.00
395,2021-04-01,149.00
396,2019-07-01,111.99
396,2020-07-01,111.99
396,2021-10-01,111.99
397,2019-04-01,99.99
397,2020-10-01,99.99
397,2021-10-01,89.99
398,2019-10-01,329.99
398,2020-10-01,299.99
398,2021-04-01,299.99
399,2019-04-01,99.99
399,2020-07-01,99.99
399,2021-10-01,99.99
400,2019-10-01,29.49
400,2020-04-01,29.49
400,2021-10-01,19.49
401,2019-04-01,189.99
401,2020-10-01,149.99
401,2021-07-01,149.99
402,2019-07-01,59.49
402,2020-07-01,19.49
402,2021-07-01,59.49
403,2019-04-01,93.99
403,2020-10-01,93.99
403,2021-04-01,83.99
404,2019-10-01,42.50
404,2020-10-01,42.50
404,2021-07-01,42.50
405,2019-04-01,90.00
405,2020-04-01,100.00
405,2021-07-01,90.00
406,2019-07-01,110.00
406,2020-07-01,110.00
406,2021-10-01,140.00
407,2019-07-01,7.99
407,2020-07-01,7.99
407,2021-04-01,7.99
408,2019-10-01,279.99
408,2020-04-01,279.99
408,2021-10-01,249.99
409,2019-04-01,19.99
409,2020-07-01,19.99
409,2021-07-01,49.99
410,2019-10-01,57.99
410,2020-10-01,57.99
410,2021-07-01,49.99
411,2019-07-01,31.99
411,2020-07-01,23.99
411,2021-04-01,23.99
412,2019-07-01,22.99
412,2020-10-01,14.99
412,2021-07-01,14.99
413,2019-04-01,111.99
413,2020-07-01,99.99
413,2021-04-01,99.99
414,2019-07-01,19.99
414,2020-04-01,19.99
414,2021-04-01,7.99
415,2019-07-01,19.99
415,2020-04-01,19.99
415,2021-10-01,7.99
416,2019-04-01,51.99
416,2020-04-01,51.99
416,2021-07-01,51.99
417,2019-07-01,39.99
417,2020-10-01,39.99
417,2021-07-01,51.99
418,2019-04-01,24.99
418,2020-07-01,36.99
418,2021-07-01,36.99
419,2019-10-01,36.99
419,2020-07-01,24.99
419,2021-10-01,24.99
420,2019-04-01,159.00
420,2020-07-01,159.00
420,2021-10-01,159.00
421,2019-04-01,139.95
421,2020-07-01,139.95
421,2021-07-01,139.95
422,2019-10-01,89.00
422,2020-07-01,89.00
422,2021-04-01,89.00
423,2019-07-01,179.95
423,2020-10-01,179.95
423,2021-07-01,219.95
424,2019-04-01,39.99
424,2020-04-01,47.99
424,2021-04-01,39.99
425,2019-07-01,51.99
425,2020-10-01,39.99
425,2021-04-01,51.99
426,2019-07-01,12.99
426,2020-07-01,12.99
426,2021-04-01,12.99
427,2019-10-01,51.99
427,2020-04-01,51.99
427,2021-10-01,39.99
428,2019-07-01,60.99
428,2020-10-01,52.99
428,2021-10-01,52.99
429,2019-04-01,17.99
429,2020-10-01,25.99
429,2021-04-01,25.99
430,2019-10-01,76.99
430,2020-10-01,76.99
430,2021-04-01,66.99
431,2019-04-01,56.99
431,2020-04-01,56.99
431,2021-04-01,56.99
432,2019-04-01,62.00
432,2020-10-01,50.00
432,2021-04-01,62.00
433,2019-07-01,88.99
433,2020-07-01,80.99
433,2021-10-01,80.99
434,2019-07-01,21.49
434,2020-07-01,13.49
434,2021-04-01,13.49
435,2019-04-01,94.99
435,2020-07-01,106.99
435,2021-07-01,106.99
436,2019-07-01,84.99
436,2020-10-01,84.99
436,2021-04-01,84.99
437,2019-07-01,39.99
437,2020-07-01,39.99
437,2021-10-01,39.99
438,2019-07-01,204.00
438,2020-10-01,204.00
438,2021-04-01,164.00
439,2019-10-01,53.99
439,2020-10-01,53.99
439,2021-10-01,43.99
440,2019-07-01,199.00
440,2020-07-01,229.00
440,2021-07-01,199.00
441,2019-07-01,84.99
441,2020-10-01,84.99
441,2021-04-01,84.99
442,2019-07-01,84.99
442,2020-10-01,94.99
442,2021-04-01,84.99
443,2019-10-01,194.00
443,2020-10-01,154.00
443,2021-04-01,194.00
444,2019-10-01,59.99
444,2020-07-01,71.99
444,2021-07-01,71.99
445,2019-10-01,108.99
445,2020-07-01,96.99
445,2021-10-01,108.99
446,2019-10-01,84.99
446,2020-07-01,84.99
446,2021-04-01,74.99
447,2019-10-01,97.99
447,2020-10-01,97.99
447,2021-04-01,89.99
448,2019-04-01,119.00
448,2020-10-01,119.00
448,2021-10-01,119.00
449,2019-04-01,119.00
449,2020-07-01,159.00
449,2021-10-01,159.00
450,2019-10-01,99.99
450,2020-04-01,99.99
450,2021-04-01,89.99
451,2019-10-01,119.00
451,2020-04-01,149.00
451,2021-07-01,119.00
452,2019-10-01,139.00
452,2020-10-01,109.00
452,2021-10-01,109.00
453,2019-04-01,39.99
453,2020-04-01,39.99
453,2021-10-01,39.99
454,2019-04-01,39.99
454,2020-04-01,47.99
454,2021-04-01,39.99
455,2019-07-01,47.99
455,2020-04-01,47.99
455,2021-04-01,47.99
456,2019-04-01,109.00
456,2020-04-01,109.00
456,2021-04-01,109.00
457,2019-04-01,59.00
457,2020-04-01,59.00
457,2021-07-01,59.00
458,2019-10-01,69.00
458,2020-07-01,69.00
458,2021-04-01,69.00
459,2019-10-01,29.00
459,2020-10-01,69.00
459,2021-07-01,69.00
460,2019-04-01,109.99
460,2020-10-01,99.99
460,2021-10-01,109.99
461,2019-04-01,29.00
461,2020-07-01,19.00
461,2021-10-01,29.00
462,2019-10-01,99.00
462,2020-07-01,89.00
462,2021-04-01,99.00
463,2019-10-01,109.00
463,2020-04-01,149.00
463,2021-04-01,149.00
464,2019-07-01,51.99
464,2020-10-01,51.99
464,2021-04-01,39.99
465,2019-10-01,209.00
465,2020-10-01,209.00
465,2021-07-01,209.00
466,2019-07-01,19.00
466,2020-10-01,49.00
466,2021-10-01,19.00
467,2019-07-01,24.99
467,2020-04-01,24.99
467,2021-04-01,24.99
468,2019-04-01,29.99
468,2020-10-01,29.99
468,2021-10-01,29.99
469,2019-07-01,24.99
469,2020-04-01,24.99
469,2021-04-01,24.99
470,2019-07-01,129.00
470,2020-04-01,159.00
470,2021-07-01,129.00
471,2019-07-01,179.00
471,2020-07-01,179.00
471,2021-07-01,149.00
472,2019-07-01,54.99
472,2020-04-01,54.99
472,2021-10-01,24.99
473,2019-07-01,29.99
473,2020-10-01,59.99
473,2021-07-01,59.99
474,2019-04-01,24.99
474,2020-04-01,54.99
474,2021-10-01,54.99
475,2019-10-01,53.99
475,2020-10-01,23.99
475,2021-10-01,53.99
476,2019-07-01,44.99
476,2020-07-01,14.99
476,2021-04-01,44.99
477,2019-10-01,24.99
477,2020-07-01,54.99
477,2021-07-01,54.99
478,2019-04-01,14.99
478,2020-10-01,44.99
478,2021-07-01,44.99
479,2019-04-01,42.99
479,2020-07-01,42.99
479,2021-10-01,12.99
480,2019-07-01,19.99
480,2020-07-01,49.99
480,2021-10-01,19.99
481,2019-07-01,29.99
481,2020-10-01,59.99
481,2021-07-01,29.99
482,2019-07-01,23.99
482,2020-04-01,53.99
482,2021-04-01,53.99
483,2019-04-01,44.99
483,2020-04-01,44.99
483,2021-04-01,44.99
484,2019-07-01,29.99
484,2020-07-01,29.99
484,2021-04-01,29.99
485,2019-10-01,44.99
485,2020-04-01,44.99
485,2021-04-01,44.99
486,2019-04-01,23.99
486,2020-04-01,53.99
486,2021-04-01,53.99
487,2019-10-01,22.99
487,2020-04-01,22.99
487,2021-07-01,22.99
488,2019-04-01,24.99
488,2020-04-01,24.99
488,2021-07-01,24.99
489,2019-07-01,3.99
489,2020-04-01,3.99
489,2021-10-01,3.99
490,2019-04-01,23.99
490,2020-04-01,23.99
490,2021-10-01,23.99
491,2019-07-01,72.97
491,2020-10-01,64.97
491,2021-07-01,72.97
492,2019-10-01,399.00
492,2020-07-01,399.00
492,2021-10-01,399.00
493,2019-04-01,22.99
493,2020-07-01,22.99
493,2021-10-01,52.99
494,2019-04-01,479.00
494,2020-04-01,479.00
494,2021-07-01,449.00
495,2019-04-01,449.00
495,2020-04-01,489.00
495,2021-10-01,489.00
496,2019-04-01,179.00
496,2020-10-01,209.00
496,2021-07-01,179.00
497,2019-04-01,399.00
497,2020-10-01,369.00
497,2021-07-01,399.00
498,2019-04-01,339.00
498,2020-04-01,339.00
498,2021-07-01,339.00
499,2019-10-01,319.00
499,2020-10-01,319.00
499,2021-04-01,319.00
500,2019-10-01,299.00
500,2020-10-01,339.00
500,2021-04-01,339.00
501,2019-10-01,7.99
501,2020-10-01,7.99
501,2021-04-01,47.99
502,2019-04-01,329.00
502,2020-07-01,299.00
502,2021-07-01,329.00
503,2019-10-01,499.00
503,2020-10-01,499.00
503,2021-04-01,499.00
504,2019-07-01,399.00
504,2020-04-01,399.00
504,2021-04-01,369.00
505,2019-07-01,499.00
505,2020-07-01,499.00
505,2021-04-01,499.00
506,2019-07-01,99.99
506,2020-04-01,111.99
506,2021-10-01,111.99
507,2019-10-01,89.99
507,2020-04-01,89.99
507,2021-07-01,89.99
508,2019-10-01,119.00
508,2020-04-01,119.00
508,2021-10-01,159.00
509,2019-04-01,67.99
509,2020-10-01,59.99
509,2021-04-01,59.99
510,2019-04-01,489.00
510,2020-10-01,489.00
510,2021-07-01,489.00
511,2019-10-01,111.99
511,2020-10-01,99.99
511,2021-07-01,111.99
512,2019-07-01,319.00
512,2020-07-01,319.00
512,2021-04-01,319.00
513,2019-04-01,62.99
513,2020-10-01,70.99
513,2021-10-01,62.99
514,2019-10-01,499.00
514,2020-10-01,539.00
514,2021-07-01,499.00
515,2019-07-01,47.99
515,2020-10-01,47.99
515,2021-04-01,39.99
516,2019-10-01,529.00
516,2020-04-01,499.00
516,2021-10-01,499.00
517,2019-10-01,9.99
517,2020-04-01,9.99
517,2021-07-01,9.99
518,2019-07-01,49.99
518,2020-07-01,49.99
518,2021-07-01,49.99
519,2019-07-01,239.00
519,2020-10-01,199.00
519,2021-04-01,199.00
520,2019-04-01,64.99
520,2020-07-01,64.99
520,2021-04-01,74.99
521,2019-04-01,87.99
521,2020-10-01,79.99
521,2021-04-01,87.99
522,2019-04-01,87.99
522,2020-04-01,79.99
522,2021-04-01,87.99
523,2019-10-01,119.00
523,2020-07-01,159.00
523,2021-07-01,159.00
524,2019-10-01,64.99
524,2020-07-01,64.99
524,2021-04-01,64.99
525,2019-04-01,67.99
525,2020-10-01,67.99
525,2021-10-01,59.99
526,2019-10-01,79.99
526,2020-04-01,69.99
526,2021-07-01,69.99
527,2019-04-01,179.00
527,2020-04-01,219.00
527,2021-10-01,179.00
528,2019-04-01,270.00
528,2020-10-01,240.00
528,2021-07-01,270.00
529,2019-07-01,61.99
529,2020-04-01,53.99
529,2021-07-01,53.99
530,2019-07-01,32.99
530,2020-10-01,32.99
530,2021-04-01,32.99
531,2019-10-01,59.99
531,2020-10-01,67.99
531,2021-07-01,59.99
532,2019-10-01,419.00
532,2020-04-01,419.00
532,2021-10-01,419.00
533,2019-10-01,79.99
533,2020-10-01,79.99
533,2021-04-01,87.99
534,2019-07-01,149.00
534,2020-10-01,149.00
534,2021-07-01,119.00
535,2019-07-01,44.99
535,2020-04-01,54.99
535,2021-10-01,44.99
536,2019-04-01,59.99
536,2020-10-01,69.99
536,2021-10-01,59.99
537,2019-10-01,260.00
537,2020-04-01,230.00
537,2021-07-01,260.00
538,2019-07-01,349.99
538,2020-04-01,319.99
538,2021-04-01,319.99
539,2019-10-01,799.99
539,2020-04-01,799.99
539,2021-10-01,919.99
540,2019-10-01,129.99
540,2020-07-01,169.99
540,2021-10-01,169.99
541,2019-04-01,979.99
541,2020-04-01,979.99
541,2021-07-01,979.99
542,2019-04-01,799.99
542,2020-04-01,919.99
542,2021-07-01,799.99
543,2019-07-01,149.99
543,2020-07-01,179.99
543,2021-07-01,149.99
544,2019-04-01,89.99
544,2020-07-01,99.99
544,2021-10-01,99.99
545,2019-10-01,189.99
545,2020-07-01,189.99
545,2021-10-01,159.99
546,2019-07-01,159.99
546,2020-10-01,159.99
546,2021-07-01,159.99
547,2019-04-01,199.99
547,2020-10-01,199.99
547,2021-10-01,199.99
548,2019-04-01,229.99
548,2020-04-01,199.99
548,2021-07-01,199.99
549,2019-07-01,329.99
549,2020-04-01,329.99
549,2021-07-01,329.99
550,2019-07-01,279.99
550,2020-10-01,279.99
550,2021-07-01,239.99
551,2019-10-01,219.99
551,2020-07-01,179.99
551,2021-07-01,179.99
552,2019-10-01,189.99
552,2020-07-01,149.99
552,2021-07-01,149.99
553,2019-07-01,219.00
553,2020-04-01,219.00
553,2021-10-01,219.00
554,2019-10-01,199.99
554,2020-10-01,199.99
554,2021-04-01,199.99
555,2019-10-01,249.99
555,2020-10-01,289.99
555,2021-07-01,249.99
556,2019-07-01,419.99
556,2020-04-01,419.99
556,2021-07-01,379.99
557,2019-07-01,259.99
557,2020-07-01,259.99
557,2021-10-01,289.99
558,2019-10-01,445.00
558,2020-07-01,445.00
558,2021-04-01,445.00
559,2019-10-01,219.99
559,2020-07-01,189.99
559,2021-10-01,219.99
560,2019-10-01,999.99
560,2020-07-01,1179.99
560,2021-10-01,1179.99
561,2019-10-01,438.00
561,2020-10-01,468.00
561,2021-07-01,468.00
562,2019-10-01,699.99
562,2020-07-01,819.99
562,2021-10-01,819.99
563,2019-07-01,399.99
563,2020-07-01,439.99
563,2021-04-01,399.99
564,2019-04-01,479.99
564,2020-07-01,479.99
564,2021-07-01,519.99
565,2019-10-01,1319.99
565,2020-10-01,1319.99
565,2021-10-01,1319.99
566,2019-07-01,199.99
566,2020-07-01,199.99
566,2021-04-01,199.99
567,2019-07-01,269.99
567,2020-10-01,269.99
567,2021-07-01,229.99
568,2019-07-01,259.99
568,2020-04-01,259.99
568,2021-10-01,229.99
569,2019-10-01,229.00
569,2020-07-01,259.00
569,2021-04-01,259.00
570,2019-07-01,729.99
570,2020-10-01,729.99
570,2021-07-01,549.99
571,2019-07-01,419.00
571,2020-10-01,419.00
571,2021-04-01,419.00
572,2019-07-01,429.99
572,2020-10-01,399.99
572,2021-07-01,429.99
573,2019-07-01,269.99
573,2020-04-01,309.99
573,2021-04-01,269.99
574,2019-07-01,299.99
574,2020-10-01,299.99
574,2021-07-01,299.99
575,2019-10-01,509.99
575,2020-04-01,509.99
575,2021-10-01,509.99
576,2019-10-01,199.99
576,2020-07-01,199.99
576,2021-07-01,239.99
577,2019-07-01,289.99
577,2020-10-01,289.99
577,2021-04-01,319.99
578,2019-10-01,539.99
578,2020-10-01,499.99
578,2021-04-01,499.99
579,2019-04-01,429.00
579,2020-10-01,389.00
579,2021-07-01,429.00
580,2019-07-01,649.99
580,2020-04-01,529.99
580,2021-10-01,529.99
581,2019-04-01,299.99
581,2020-10-01,329.99
581,2021-07-01,299.99
582,2019-10-01,349.99
582,2020-10-01,309.99
582,2021-07-01,309.99
583,2019-10-01,759.99
583,2020-10-01,759.99
583,2021-10-01,759.99
584,2019-07-01,939.99
584,2020-07-01,759.99
584,2021-07-01,759.99
585,2019-10-01,939.99
585,2020-07-01,759.99
585,2021-07-01,939.99
586,2019-07-01,919.99
586,2020-07-01,919.99
586,2021-07-01,919.99
587,2019-07-01,109.99
587,2020-10-01,109.99
587,2021-10-01,109.99
588,2019-10-01,139.00
588,2020-04-01,139.00
588,2021-07-01,169.00
589,2019-04-01,87.99
589,2020-10-01,87.99
589,2021-10-01,79.99
590,2019-04-01,149.00
590,2020-04-01,149.00
590,2021-04-01,179.00
591,2019-07-01,92.99
591,2020-10-01,92.99
591,2021-04-01,92.99
592,2019-07-01,149.99
592,2020-07-01,149.99
592,2021-10-01,149.99
593,2019-07-01,149.99
593,2020-10-01,149.99
593,2021-07-01,119.99
594,2019-04-01,189.99
594,2020-07-01,189.99
594,2021-07-01,189.99
595,2019-10-01,209.00
595,2020-07-01,209.00
595,2021-10-01,209.00
596,2019-10-01,269.99
596,2020-07-01,269.99
596,2021-07-01,229.99
597,2019-07-01,99.99
597,2020-07-01,99.99
597,2021-04-01,99.99
598,2019-10-01,179.99
598,2020-07-01,179.99
598,2021-07-01,149.99
599,2019-04-01,169.99
599,2020-04-01,169.99
599,2021-04-01,209.99
600,2019-07-01,149.99
600,2020-04-01,179.99
600,2021-07-01,149.99
601,2019-07-01,184.00
601,2020-04-01,184.00
601,2021-07-01,184.00
602,2019-07-01,229.99
602,2020-04-01,229.99
602,2021-07-01,229.99
603,2019-10-01,249.00
603,2020-07-01,249.00
603,2021-10-01,279.00
604,2019-04-01,1849.00
604,2020-07-01,1849.00
604,2021-07-01,1849.00
605,2019-07-01,2169.00
605,2020-07-01,2169.00
605,2021-04-01,2049.00
606,2019-10-01,1949.00
606,2020-10-01,1949.00
606,2021-04-01,2129.00
607,2019-04-01,1599.00
607,2020-10-01,1599.00
607,2021-04-01,1599.00
608,2019-04-01,1419.00
608,2020-07-01,1299.00
608,2021-07-01,1419.00
609,2019-07-01,1499.00
609,2020-10-01,1499.00
609,2021-10-01,1499.00
610,2019-04-01,779.00
610,2020-07-01,899.00
610,2021-10-01,779.00
611,2019-04-01,879.00
611,2020-10-01,879.00
611,2021-04-01,879.00
612,2019-10-01,1999.00
612,2020-07-01,2179.00
612,2021-07-01,2179.00
613,2019-04-01,1399.00
613,2020-10-01,1519.00
613,2021-04-01,1519.00
614,2019-07-01,999.00
614,2020-04-01,999.00
614,2021-04-01,1179.00
615,2019-10-01,1319.00
615,2020-07-01,1199.00
615,2021-04-01,1199.00
616,2019-04-01,1099.00
616,2020-07-01,1099.00
616,2021-04-01,1099.00
617,2019-07-01,1199.00
617,2020-10-01,1199.00
617,2021-07-01,1319.00
618,2019-10-01,1149.00
618,2020-04-01,1329.00
618,2021-07-01,1329.00
619,2019-04-01,1479.00
619,2020-07-01,1299.00
619,2021-04-01,1479.00
620,2019-10-01,1469.00
620,2020-07-01,1349.00
620,2021-04-01,1349.00
621,2019-04-01,1699.00
621,2020-04-01,1699.00
621,2021-04-01,1699.00
622,2019-07-01,1549.00
622,2020-10-01,1729.00
622,2021-10-01,1549.00
623,2019-10-01,1619.00
623,2020-04-01,1619.00
623,2021-07-01,1499.00
624,2019-07-01,159.00
624,2020-07-01,119.00
624,2021-07-01,119.00
625,2019-10-01,209.00
625,2020-10-01,209.00
625,2021-07-01,209.00
626,2019-04-01,219.00
626,2020-10-01,219.00
626,2021-10-01,249.00
627,2019-10-01,179.00
627,2020-10-01,209.00
627,2021-07-01,209.00
628,2019-10-01,179.00
628,2020-10-01,179.00
628,2021-04-01,179.00
629,2019-10-01,34.97
629,2020-07-01,34.97
629,2021-10-01,34.97
630,2019-04-01,239.00
630,2020-04-01,239.00
630,2021-10-01,199.00
631,2019-07-01,229.00
631,2020-10-01,189.00
631,2021-04-01,189.00
632,2019-07-01,169.00
632,2020-04-01,129.00
632,2021-07-01,129.00
633,2019-07-01,169.00
633,2020-07-01,169.00
633,2021-07-01,129.00
634,2019-10-01,309.00
634,2020-10-01,269.00
634,2021-04-01,309.00
635,2019-04-01,259.00
635,2020-07-01,219.00
635,2021-07-01,219.00
636,2019-10-01,309.00
636,2020-07-01,309.00
636,2021-07-01,279.00
637,2019-04-01,159.00
637,2020-10-01,189.00
637,2021-07-01,159.00
638,2019-07-01,369.19
638,2020-10-01,369.19
638,2021-10-01,409.19
639,2019-07-01,339.00
639,2020-10-01,299.00
639,2021-07-01,299.00
640,2019-10-01,309.00
640,2020-10-01,269.00
640,2021-07-01,269.00
641,2019-10-01,299.00
641,2020-04-01,299.00
641,2021-07-01,299.00
642,2019-10-01,71.99
642,2020-07-01,71.99
642,2021-07-01,59.99
643,2019-07-01,399.00
643,2020-07-01,399.00
643,2021-10-01,359.00
644,2019-07-01,249.00
644,2020-07-01,279.00
644,2021-10-01,249.00
645,2019-10-01,119.00
645,2020-04-01,149.00
645,2021-10-01,119.00
646,2019-04-01,339.00
646,2020-04-01,379.00
646,2021-07-01,379.00
647,2019-10-01,359.00
647,2020-07-01,319.00
647,2021-10-01,319.00
648,2019-04-01,107.99
648,2020-04-01,107.99
648,2021-04-01,99.99
649,2019-04-01,26.99
649,2020-07-01,34.99
649,2021-07-01,34.99
650,2019-04-01,167.00
650,2020-10-01,127.00
650,2021-04-01,167.00
651,2019-07-01,89.99
651,2020-10-01,101.99
651,2021-10-01,101.99
652,2019-07-01,299.00
652,2020-07-01,299.00
652,2021-07-01,299.00
653,2019-04-01,164.00
653,2020-10-01,134.00
653,2021-10-01,164.00
654,2019-10-01,119.99
654,2020-07-01,159.99
654,2021-10-01,119.99
655,2019-07-01,149.00
655,2020-07-01,149.00
655,2021-07-01,109.00
656,2019-07-01,91.99
656,2020-10-01,79.99
656,2021-04-01,79.99
657,2019-07-01,168.00
657,2020-07-01,168.00
657,2021-07-01,168.00
658,2019-10-01,159.00
658,2020-10-01,119.00
658,2021-10-01,159.00
659,2019-04-01,64.99
659,2020-10-01,64.99
659,2021-04-01,76.99
660,2019-04-01,45.99
660,2020-07-01,53.99
660,2021-04-01,45.99
661,2019-07-01,140.00
661,2020-04-01,110.00
661,2021-04-01,140.00
662,2019-07-01,399.00
662,2020-07-01,429.00
662,2021-07-01,399.00
663,2019-10-01,259.00
663,2020-07-01,259.00
663,2021-04-01,289.00
664,2019-10-01,154.99
664,2020-04-01,124.99
664,2021-04-01,124.99
665,2019-04-01,128.00
665,2020-10-01,168.00
665,2021-07-01,128.00
666,2019-07-01,118.00
666,2020-10-01,148.00
666,2021-04-01,148.00
667,2019-10-01,184.99
667,2020-10-01,184.99
667,2021-10-01,144.99
668,2019-07-01,400.00
668,2020-10-01,440.00
668,2021-07-01,400.00
669,2019-10-01,1200.00
669,2020-04-01,1200.00
669,2021-07-01,1380.00
670,2019-04-01,920.00
670,2020-04-01,800.00
670,2021-07-01,920.00
671,2019-07-01,420.00
671,2020-07-01,420.00
671,2021-04-01,380.00
672,2019-04-01,230.00
672,2020-04-01,230.00
672,2021-10-01,260.00
673,2019-10-01,969.00
673,2020-10-01,1089.00
673,2021-07-01,969.00
674,2019-04-01,1510.00
674,2020-10-01,1510.00
674,2021-07-01,1330.00
675,2019-07-01,880.00
675,2020-04-01,700.00
675,2021-04-01,880.00
676,2019-04-01,890.00
676,2020-07-01,1070.00
676,2021-07-01,890.00
677,2019-10-01,1469.00
677,2020-04-01,1349.00
677,2021-10-01,1349.00
678,2019-04-01,329.00
678,2020-10-01,299.00
678,2021-04-01,299.00
679,2019-07-01,1560.00
679,2020-04-01,1560.00
679,2021-07-01,1740.00
680,2019-07-01,1900.00
680,2020-10-01,1900.00
680,2021-04-01,2020.00
681,2019-10-01,1374.97
681,2020-04-01,1374.97
681,2021-07-01,1374.97
682,2019-10-01,1600.00
682,2020-04-01,1600.00
682,2021-10-01,1600.00
683,2019-04-01,1499.00
683,2020-04-01,1499.00
683,2021-07-01,1499.00
684,2019-10-01,1740.00
684,2020-04-01,1920.00
684,2021-07-01,1920.00
685,2019-07-01,530.00
685,2020-10-01,530.00
685,2021-07-01,530.00
686,2019-10-01,510.00
686,2020-04-01,510.00
686,2021-10-01,510.00
687,2019-07-01,1220.00
687,2020-10-01,1100.00
687,2021-07-01,1100.00
688,2019-07-01,359.00
688,2020-07-01,359.00
688,2021-04-01,329.00
689,2019-07-01,89.99
689,2020-10-01,89.99
689,2021-04-01,97.99
690,2019-04-01,329.99
690,2020-10-01,329.99
690,2021-07-01,329.99
691,2019-07-01,61.49
691,2020-10-01,21.49
691,2021-07-01,21.49
692,2019-10-01,52.99
692,2020-04-01,44.99
692,2021-10-01,52.99
693,2019-10-01,45.99
693,2020-04-01,57.99
693,2021-07-01,57.99
694,2019-07-01,31.99
694,2020-07-01,19.99
694,2021-10-01,19.99
695,2019-07-01,140.00
695,2020-04-01,140.00
695,2021-07-01,170.00
696,2019-07-01,59.99
696,2020-04-01,69.99
696,2021-10-01,59.99
697,2019-04-01,26.99
697,2020-10-01,26.99
697,2021-10-01,36.99
698,2019-10-01,147.99
698,2020-04-01,147.99
698,2021-04-01,147.99
699,2019-07-01,56.99
699,2020-04-01,44.99
699,2021-04-01,56.99
700,2019-07-01,69.99
700,2020-10-01,59.99
700,2021-10-01,59.99
701,2019-04-01,44.99
701,2020-07-01,56.99
701,2021-07-01,56.99
702,2019-10-01,21.99
702,2020-07-01,33.99
702,2021-07-01,33.99
703,2019-10-01,44.99
703,2020-10-01,44.99
703,2021-10-01,52.99
704,2019-04-01,49.99
704,2020-07-01,57.99
704,2021-04-01,49.99
705,2019-07-01,29.99
705,2020-07-01,37.99
705,2021-07-01,37.99
706,2019-10-01,92.99
706,2020-07-01,102.99
706,2021-04-01,92.99
707,2019-04-01,149.00
707,2020-10-01,189.00
707,2021-07-01,149.00
708,2019-10-01,29.99
708,2020-04-01,69.99
708,2021-10-01,69.99
709,2019-10-01,209.00
709,2020-07-01,209.00
709,2021-10-01,169.00
710,2019-10-01,519.99
710,2020-10-01,479.99
710,2021-04-01,519.99
711,2019-04-01,439.00
711,2020-04-01,399.00
711,2021-07-01,399.00
712,2019-07-01,399.99
712,2020-04-01,439.99
712,2021-04-01,439.99
713,2019-04-01,399.99
713,2020-04-01,439.99
713,2021-04-01,399.99
714,2019-07-01,399.99
714,2020-10-01,399.99
714,2021-07-01,439.99
715,2019-10-01,399.99
